Tweet,Clean Tweet,Lower Tweet,Tokenize,Stemming,Stopwords,Filter By Length,Label
"@anteraja_id Baiknya Ramadan 
#PastiBagiHadiah 
#BaiknyaRamadan

@rizkyarum92 @damar_psikologi @BatawiArif",Baiknya Ramadan PastiBagiHadiah BaiknyaRamadan,baiknya ramadan pastibagihadiah baiknyaramadan,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan']","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"@anteraja_id Baiknya Ramadan 
@irfanbima190 @semakindirevan @Christopher_as_ 
#PastiBagiHadiah #BaiknyaRamadan",Baiknya Ramadan PastiBagiHadiah BaiknyaRamadan,baiknya ramadan pastibagihadiah baiknyaramadan,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan']","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan",netral
@anteraja_id Baiknya Ramadan @fikrijylo123 @RatnaAp24 @Jeremoy7702  #PastiBagiHadiah #BaiknyaRamadan,Baiknya Ramadan PastiBagiHadiah BaiknyaRamadan,baiknya ramadan pastibagihadiah baiknyaramadan,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan']","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"@anteraja_id Jawaban : Baiknya ramadan
#PastiBagiHadiah #BaiknyaRamadan 

Ikut aja, mana tau beruntung 😄 :
@maheskruk @Mkgntaa @rzlnurfirman

Semoga beruntung di bulan Ramadhan ini :)
Maaf saya maksa mint wkwkw @anteraja_id https://t.co/NkrBpZSX9X",Jawaban Baiknya ramadan PastiBagiHadiah BaiknyaRamadan Ikut aja mana tau beruntung Semoga beruntung di bulan Ramadhan ini Maaf saya maksa mint wkwkw,jawaban baiknya ramadan pastibagihadiah baiknyaramadan ikut aja mana tau beruntung semoga beruntung di bulan ramadhan ini maaf saya maksa mint wkwkw,"['jawaban', 'baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan', 'ikut', 'aja', 'mana', 'tau', 'beruntung', 'semoga', 'beruntung', 'di', 'bulan', 'ramadhan', 'ini', 'maaf', 'saya', 'maksa', 'mint', 'wkwkw']","jawab,baik,ramadan,pastibagihadiah,baiknyaramadan,ikut,aja,mana,tau,untung,moga,untung,di,bulan,ramadhan,ini,maaf,saya,maksa,mint,wkwkw","jawab,baik,ramadan,pastibagihadiah,baiknyaramadan,ikut,aja,mana,tau,untung,moga,untung,di,bulan,ramadhan,ini,maaf,saya,maksa,mint,wkwkw","jawab,baik,ramadan,pastibagihadiah,baiknyaramadan,ikut,mana,untung,moga,untung,bulan,ramadhan,maaf,saya,maksa,mint,wkwkw",netral
"@anteraja_id Baiknya Ramadan
@J_siahaan2 @brnvll_ @fahrezi_arif12 
#PastiBagiHadiah #BaiknyaRamadhan",Baiknya Ramadan PastiBagiHadiah BaiknyaRamadhan,baiknya ramadan pastibagihadiah baiknyaramadhan,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadhan']","baik,ramadan,pastibagihadiah,baiknyaramadhan","baik,ramadan,pastibagihadiah,baiknyaramadhan","baik,ramadan,pastibagihadiah,baiknyaramadhan",netral
"@anteraja_id BAIKNYA RAMADAN @bukanbillgates @_28_Gi @aldobroncy 

#PastiBagiHadiah #BaiknyaRamadan",BAIKNYA RAMADAN PastiBagiHadiah BaiknyaRamadan,baiknya ramadan pastibagihadiah baiknyaramadan,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan']","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"@daniellabelll Hi Hepizen, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Hepizen jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk move DM ke akun baru kami di spy privasimu terjaga Trims PI,hi hepizen jgn risau ya kendala paket kamu akan segera minaja bantu yuk move dm ke akun baru kami di spy privasimu terjaga trims pi,"['hi', 'hepizen', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'move', 'dm', 'ke', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,hepizen,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,hepizen,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hepizen,risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
"@finanurdianti Hi Kak Fina, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak Fina jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk move DM ke akun baru kami di spy privasimu terjaga Trims PI,hi kak fina jgn risau ya kendala paket kamu akan segera minaja bantu yuk move dm ke akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'fina', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'move', 'dm', 'ke', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,fina,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,fina,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","fina,risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
"@movieden Hi Kak Denny, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak Denny jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk bisikin no resi kamu ke DM akun baru kami di spy privasimu terjaga Trims PI,hi kak denny jgn risau ya kendala paket kamu akan segera minaja bantu yuk bisikin no resi kamu ke dm akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'denny', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'bisikin', 'no', 'resi', 'kamu', 'ke', 'dm', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,denny,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,denny,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","denny,risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"@Riyan_Hitman Hi Kak Riyan, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak Riyan jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk bisikin no resi kamu ke DM akun baru kami di spy privasimu terjaga Trims PI,hi kak riyan jgn risau ya kendala paket kamu akan segera minaja bantu yuk bisikin no resi kamu ke dm akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'riyan', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'bisikin', 'no', 'resi', 'kamu', 'ke', 'dm', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,riyan,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,riyan,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","riyan,risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"@anteraja_id ""Baiknya Ramadan""

Kuy ikutan GA nya
@SitiSalwa111 @nyzlxx @AniYantii 

#PastiBagiHadiah #BaiknyaRamadan",Baiknya Ramadan Kuy ikutan GA nya PastiBagiHadiah BaiknyaRamadan,baiknya ramadan kuy ikutan ga nya pastibagihadiah baiknyaramadan,"['baiknya', 'ramadan', 'kuy', 'ikutan', 'ga', 'nya', 'pastibagihadiah', 'baiknyaramadan']","baik,ramadan,kuy,ikut,ga,nya,pastibagihadiah,baiknyaramadan","baik,ramadan,kuy,ikut,ga,nya,pastibagihadiah,baiknyaramadan","baik,ramadan,ikut,pastibagihadiah,baiknyaramadan",netral
"@yerinjahat Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk bisikin no resi kamu ke DM akun baru kami di spy privasimu terjaga Trims PI,hi kak jgn risau ya kendala paket kamu akan segera minaja bantu yuk bisikin no resi kamu ke dm akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'bisikin', 'no', 'resi', 'kamu', 'ke', 'dm', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"@ocHanadaLPotro Hi Kak Veronika, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak Veronika jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk bisikin no resi kamu ke DM akun baru kami di spy privasimu terjaga Trims PI,hi kak veronika jgn risau ya kendala paket kamu akan segera minaja bantu yuk bisikin no resi kamu ke dm akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'veronika', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'bisikin', 'no', 'resi', 'kamu', 'ke', 'dm', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,veronika,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,veronika,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","veronika,risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"@botiez_juan87 @tokopedia Hi Kak Juan, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak Juan jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk bisikin no resi kamu ke DM akun baru kami di spy privasimu terjaga Trims PI,hi kak juan jgn risau ya kendala paket kamu akan segera minaja bantu yuk bisikin no resi kamu ke dm akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'juan', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'bisikin', 'no', 'resi', 'kamu', 'ke', 'dm', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,juan,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,juan,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","juan,risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"@4nakgemes Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk bisikin no resi kamu ke DM akun baru kami di spy privasimu terjaga Trims PI,hi kak jgn risau ya kendala paket kamu akan segera minaja bantu yuk bisikin no resi kamu ke dm akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'bisikin', 'no', 'resi', 'kamu', 'ke', 'dm', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"@JohnnyFyuture Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk bisikin no resi kamu ke DM akun baru kami di spy privasimu terjaga Trims PI,hi kak jgn risau ya kendala paket kamu akan segera minaja bantu yuk bisikin no resi kamu ke dm akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'bisikin', 'no', 'resi', 'kamu', 'ke', 'dm', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"@starwofie Hi Hepizen, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Hepizen jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk move DM ke akun baru kami di spy privasimu terjaga Trims PI,hi hepizen jgn risau ya kendala paket kamu akan segera minaja bantu yuk move dm ke akun baru kami di spy privasimu terjaga trims pi,"['hi', 'hepizen', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'move', 'dm', 'ke', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,hepizen,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,hepizen,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hepizen,risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
"@tengamalam Hi Kak Bintang, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak Bintang jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk move DM ke akun baru kami di spy privasimu terjaga Trims PI,hi kak bintang jgn risau ya kendala paket kamu akan segera minaja bantu yuk move dm ke akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'bintang', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'move', 'dm', 'ke', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,bintang,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,bintang,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","bintang,risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
"@raihantuh Hi Kak Raihan, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak Raihan jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk move DM ke akun baru kami di spy privasimu terjaga Trims PI,hi kak raihan jgn risau ya kendala paket kamu akan segera minaja bantu yuk move dm ke akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'raihan', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'move', 'dm', 'ke', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,raih,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,raih,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","raih,risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
"@OkvatDila Hi Kak Okvat, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak Okvat jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk move DM ke akun baru kami di spy privasimu terjaga Trims PI,hi kak okvat jgn risau ya kendala paket kamu akan segera minaja bantu yuk move dm ke akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'okvat', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'move', 'dm', 'ke', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,okvat,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,okvat,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","okvat,risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
@anteraja_id @AnterajaCare awas aja kalo sampe jam 3 ga dipickup,awas aja kalo sampe jam ga dipickup,awas aja kalo sampe jam ga dipickup,"['awas', 'aja', 'kalo', 'sampe', 'jam', 'ga', 'dipickup']","awas,aja,kalo,sampe,jam,ga,dipickup","awas,aja,kalo,sampe,jam,ga,dipickup","awas,kalo,sampe,dipickup",negatif
"@OkvatDila Hi Kak Okvat, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak Okvat jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk bisikin no resi kamu ke DM akun baru kami di spy privasimu terjaga Trims PI,hi kak okvat jgn risau ya kendala paket kamu akan segera minaja bantu yuk bisikin no resi kamu ke dm akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'okvat', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'bisikin', 'no', 'resi', 'kamu', 'ke', 'dm', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,okvat,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,okvat,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","okvat,risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"@dapukkkk Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk bisikin no resi kamu ke DM akun baru kami di spy privasimu terjaga Trims PI,hi kak jgn risau ya kendala paket kamu akan segera minaja bantu yuk bisikin no resi kamu ke dm akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'bisikin', 'no', 'resi', 'kamu', 'ke', 'dm', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"@gerifathur Hi Kak Geri, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak Geri jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk bisikin no resi kamu ke DM akun baru kami di spy privasimu terjaga Trims PI,hi kak geri jgn risau ya kendala paket kamu akan segera minaja bantu yuk bisikin no resi kamu ke dm akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'geri', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'bisikin', 'no', 'resi', 'kamu', 'ke', 'dm', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,geri,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,geri,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","geri,risau,kendala,paket,kamu,akan,segera,maja,bantu,bisikin,resi,kamu,akun,baru,kami,privasi,jaga,trims",netral
"@anteraja_id BAIKNYA RAMADAN 
@yourbestservant @winsabagus @dailysarss #PastiBagiHadiah #BaiknyaRamadan",BAIKNYA RAMADAN PastiBagiHadiah BaiknyaRamadan,baiknya ramadan pastibagihadiah baiknyaramadan,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan']","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan",netral
"@Adehari07580781 Hi Kak Ade, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak Ade jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk move DM ke akun baru kami di spy privasimu terjaga Trims PI,hi kak ade jgn risau ya kendala paket kamu akan segera minaja bantu yuk move dm ke akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'ade', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'move', 'dm', 'ke', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,ade,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,ade,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
"@ninaocktavia Hi Kak Nina, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak Nina jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk move DM ke akun baru kami di spy privasimu terjaga Trims PI,hi kak nina jgn risau ya kendala paket kamu akan segera minaja bantu yuk move dm ke akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'nina', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'move', 'dm', 'ke', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,nina,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,nina,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","nina,risau,kendala,paket,kamu,akan,segera,maja,bantu,move,akun,baru,kami,privasi,jaga,trims",netral
