Filter By Length,Label,Kata,TF-IDF
"coba,isengin,shani,mpen,biar,puasa",netral,"['coba', 'isengin', 'shani', 'mpen', 'biar', 'puasa']","{'coba': 1, 'isengin': 1, 'shani': 1, 'mpen': 1, 'biar': 1, 'puasa': 1}"
"definisi,baiknyaramadan,versi,wota,tahan,tubir,twitter,twit,tubir,timeline,scroll,pancing,pahala,puasa,kerja,pastibagihadiah",netral,"['definisi', 'baiknyaramadan', 'versi', 'wota', 'tahan', 'tubir', 'twitter', 'twit', 'tubir', 'timeline', 'scroll', 'pancing', 'pahala', 'puasa', 'kerja', 'pastibagihadiah']","{'definisi': 1, 'baiknyaramadan': 1, 'versi': 1, 'wota': 1, 'tahan': 1, 'tubir': 2, 'twitter': 1, 'twit': 1, 'timeline': 1, 'scroll': 1, 'pancing': 1, 'pahala': 1, 'puasa': 1, 'kerja': 1, 'pastibagihadiah': 1}"
"coba,seller,sukabumi,paket,udah,tangan,kurir",netral,"['coba', 'seller', 'sukabumi', 'paket', 'udah', 'tangan', 'kurir']","{'coba': 1, 'seller': 1, 'sukabumi': 1, 'paket': 1, 'udah': 1, 'tangan': 1, 'kurir': 1}"
"satpam,deket,rumah",netral,"['satpam', 'deket', 'rumah']","{'satpam': 1, 'deket': 1, 'rumah': 1}"
"bismilah,cigre",netral,"['bismilah', 'cigre']","{'bismilah': 1, 'cigre': 1}"
"ramadhan,pastibagihadiah,baiknyaramadan",netral,"['ramadhan', 'pastibagihadiah', 'baiknyaramadan']","{'ramadhan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
"pagi,admin,kemarin,request,pickup,paket,shopee,kurir,pickup,gimana,butuh,bantu,pickup,paket,terima,kasih",netral,"['pagi', 'admin', 'kemarin', 'request', 'pickup', 'paket', 'shopee', 'kurir', 'pickup', 'gimana', 'butuh', 'bantu', 'pickup', 'paket', 'terima', 'kasih']","{'pagi': 1, 'admin': 1, 'kemarin': 1, 'request': 1, 'pickup': 3, 'paket': 2, 'shopee': 1, 'kurir': 1, 'gimana': 1, 'butuh': 1, 'bantu': 1, 'terima': 1, 'kasih': 1}"
"alahhhh,cantik",netral,"['alahhhh', 'cantik']","{'alahhhh': 1, 'cantik': 1}"
marshaoloh,netral,['marshaoloh'],{'marshaoloh': 1}
"maeng,maeng,maeng",netral,"['maeng', 'maeng', 'maeng']",{'maeng': 3}
pict,netral,['pict'],{'pict': 1}
"ramadhan,bang,bang,pastibagihadiah,baiknyaramadan",netral,"['ramadhan', 'bang', 'bang', 'pastibagihadiah', 'baiknyaramadan']","{'ramadhan': 1, 'bang': 2, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
"ramadan,pastibagihadiah,baiknyaramadan",netral,"['ramadan', 'pastibagihadiah', 'baiknyaramadan']","{'ramadan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
"laras,risau,kendala,paket,maja,bantu,move,akun,privasi,jaga,trims",netral,"['laras', 'risau', 'kendala', 'paket', 'maja', 'bantu', 'move', 'akun', 'privasi', 'jaga', 'trims']","{'laras': 1, 'risau': 1, 'kendala': 1, 'paket': 1, 'maja': 1, 'bantu': 1, 'move': 1, 'akun': 1, 'privasi': 1, 'jaga': 1, 'trims': 1}"
"kalo,satria,auto,nungguin,pintu",netral,"['kalo', 'satria', 'auto', 'nungguin', 'pintu']","{'kalo': 1, 'satria': 1, 'auto': 1, 'nungguin': 1, 'pintu': 1}"
"suka,mpen,gaya,ngelendot,lihat,anak,ngelendot,cici",netral,"['suka', 'mpen', 'gaya', 'ngelendot', 'lihat', 'anak', 'ngelendot', 'cici']","{'suka': 1, 'mpen': 1, 'gaya': 1, 'ngelendot': 2, 'lihat': 1, 'anak': 1, 'cici': 1}"
"kirain,chika,hpnya,nyata,christy",netral,"['kirain', 'chika', 'hpnya', 'nyata', 'christy']","{'kirain': 1, 'chika': 1, 'hpnya': 1, 'nyata': 1, 'christy': 1}"
"emng,peduli,bebebku",netral,"['emng', 'peduli', 'bebebku']","{'emng': 1, 'peduli': 1, 'bebebku': 1}"
asyhaduu,netral,['asyhaduu'],{'asyhaduu': 1}
"ramadhan,pastibagihadiah,baiknyaramadan",netral,"['ramadhan', 'pastibagihadiah', 'baiknyaramadan']","{'ramadhan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
"buka,pake,boss",netral,"['buka', 'pake', 'boss']","{'buka': 1, 'pake': 1, 'boss': 1}"
"mumpung,event,gede",netral,"['mumpung', 'event', 'gede']","{'mumpung': 1, 'event': 1, 'gede': 1}"
okeh,netral,['okeh'],{'okeh': 1}
"info,lowong,satpam,deket,rumah",netral,"['info', 'lowong', 'satpam', 'deket', 'rumah']","{'info': 1, 'lowong': 1, 'satpam': 1, 'deket': 1, 'rumah': 1}"
"ramadan,pastibagihadiah,baiknyaramadan",netral,"['ramadan', 'pastibagihadiah', 'baiknyaramadan']","{'ramadan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
"maeng,puasa,paskahbukan,puasa,ramadan",netral,"['maeng', 'puasa', 'paskahbukan', 'puasa', 'ramadan']","{'maeng': 1, 'puasa': 2, 'paskahbukan': 1, 'ramadan': 1}"
"bener,biar,dapet,kwrunianya",netral,"['bener', 'biar', 'dapet', 'kwrunianya']","{'bener': 1, 'biar': 1, 'dapet': 1, 'kwrunianya': 1}"
"kyaaaaa,furora,chwaaannn,arigatouuu,anterusan",netral,"['kyaaaaa', 'furora', 'chwaaannn', 'arigatouuu', 'anterusan']","{'kyaaaaa': 1, 'furora': 1, 'chwaaannn': 1, 'arigatouuu': 1, 'anterusan': 1}"
"ramadan,pastibagihadiah,baiknyaramadan",netral,"['ramadan', 'pastibagihadiah', 'baiknyaramadan']","{'ramadan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
"cocok,oniel,kurir,anteraja",netral,"['cocok', 'oniel', 'kurir', 'anteraja']","{'cocok': 1, 'oniel': 1, 'kurir': 1, 'anteraja': 1}"
"pink,banget",netral,"['pink', 'banget']","{'pink': 1, 'banget': 1}"
wkwkwkwkwk,netral,['wkwkwkwkwk'],{'wkwkwkwkwk': 1}
"hepizen,maaf,bikin,kakak,nyaman,layan,alih,kakak,akun,anterajacare,langsung,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral,"['hepizen', 'maaf', 'bikin', 'kakak', 'nyaman', 'layan', 'alih', 'kakak', 'akun', 'anterajacare', 'langsung', 'tindaklanjuti', 'kendala', 'happy', 'fasting', 'baiknyaramadan', 'mdas']","{'hepizen': 1, 'maaf': 1, 'bikin': 1, 'kakak': 2, 'nyaman': 1, 'layan': 1, 'alih': 1, 'akun': 1, 'anterajacare': 1, 'langsung': 1, 'tindaklanjuti': 1, 'kendala': 1, 'happy': 1, 'fasting': 1, 'baiknyaramadan': 1, 'mdas': 1}"
"izin,save,foto,oniel",netral,"['izin', 'save', 'foto', 'oniel']","{'izin': 1, 'save': 1, 'foto': 1, 'oniel': 1}"
"ramadan,pake,baiknyaramadan,pastibagihadiah",netral,"['ramadan', 'pake', 'baiknyaramadan', 'pastibagihadiah']","{'ramadan': 1, 'pake': 1, 'baiknyaramadan': 1, 'pastibagihadiah': 1}"
"kasih,takjil",netral,"['kasih', 'takjil']","{'kasih': 1, 'takjil': 1}"
"haek,gimana,kabar",netral,"['haek', 'gimana', 'kabar']","{'haek': 1, 'gimana': 1, 'kabar': 1}"
"ramadan,pastibagihadiah,baiknyaramadan",netral,"['ramadan', 'pastibagihadiah', 'baiknyaramadan']","{'ramadan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
thanks,netral,['thanks'],{'thanks': 1}
"syarat,reply,mention,orang,teman,biar,hashtag,pastibagihadiah,baiknyaramadan,moga,untung",netral,"['syarat', 'reply', 'mention', 'orang', 'teman', 'biar', 'hashtag', 'pastibagihadiah', 'baiknyaramadan', 'moga', 'untung']","{'syarat': 1, 'reply': 1, 'mention': 1, 'orang': 1, 'teman': 1, 'biar': 1, 'hashtag': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1, 'moga': 1, 'untung': 1}"
"ramadhan,oshi,cantik,banget",netral,"['ramadhan', 'oshi', 'cantik', 'banget']","{'ramadhan': 1, 'oshi': 1, 'cantik': 1, 'banget': 1}"
"baiknyaramadan,kali,hormat,member,puasa,makan,skalian,coba,puasa",netral,"['baiknyaramadan', 'kali', 'hormat', 'member', 'puasa', 'makan', 'skalian', 'coba', 'puasa']","{'baiknyaramadan': 1, 'kali': 1, 'hormat': 1, 'member': 1, 'puasa': 2, 'makan': 1, 'skalian': 1, 'coba': 1}"
siaaaappp,netral,['siaaaappp'],{'siaaaappp': 1}
"cakep,bener",netral,"['cakep', 'bener']","{'cakep': 1, 'bener': 1}"
freyaaa,netral,['freyaaa'],{'freyaaa': 1}
"maaf,bikin,kakak,nyaman,layan,alih,kakak,akun,anterajacare,langsung,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral,"['maaf', 'bikin', 'kakak', 'nyaman', 'layan', 'alih', 'kakak', 'akun', 'anterajacare', 'langsung', 'tindaklanjuti', 'kendala', 'happy', 'fasting', 'baiknyaramadan', 'mdas']","{'maaf': 1, 'bikin': 1, 'kakak': 2, 'nyaman': 1, 'layan': 1, 'alih': 1, 'akun': 1, 'anterajacare': 1, 'langsung': 1, 'tindaklanjuti': 1, 'kendala': 1, 'happy': 1, 'fasting': 1, 'baiknyaramadan': 1, 'mdas': 1}"
"buset,buset",netral,"['buset', 'buset']",{'buset': 2}
"irfan,maaf,bikin,kakak,nyaman,layan,alih,kakak,akun,anterajacare,langsung,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral,"['irfan', 'maaf', 'bikin', 'kakak', 'nyaman', 'layan', 'alih', 'kakak', 'akun', 'anterajacare', 'langsung', 'tindaklanjuti', 'kendala', 'happy', 'fasting', 'baiknyaramadan', 'mdas']","{'irfan': 1, 'maaf': 1, 'bikin': 1, 'kakak': 2, 'nyaman': 1, 'layan': 1, 'alih': 1, 'akun': 1, 'anterajacare': 1, 'langsung': 1, 'tindaklanjuti': 1, 'kendala': 1, 'happy': 1, 'fasting': 1, 'baiknyaramadan': 1, 'mdas': 1}"
"bang,satria,pacar,akuu",netral,"['bang', 'satria', 'pacar', 'akuu']","{'bang': 1, 'satria': 1, 'pacar': 1, 'akuu': 1}"
"lupa,showroom",netral,"['lupa', 'showroom']","{'lupa': 1, 'showroom': 1}"
"sandra,maaf,bikin,kakak,risau,layan,move,maja,tunggu,chat,moga,puasa,lancar,dapet,baiknyaramadan,trims",netral,"['sandra', 'maaf', 'bikin', 'kakak', 'risau', 'layan', 'move', 'maja', 'tunggu', 'chat', 'moga', 'puasa', 'lancar', 'dapet', 'baiknyaramadan', 'trims']","{'sandra': 1, 'maaf': 1, 'bikin': 1, 'kakak': 1, 'risau': 1, 'layan': 1, 'move': 1, 'maja': 1, 'tunggu': 1, 'chat': 1, 'moga': 1, 'puasa': 1, 'lancar': 1, 'dapet': 1, 'baiknyaramadan': 1, 'trims': 1}"
"ramadan,pastibagihadiah,baiknyaramadan",netral,"['ramadan', 'pastibagihadiah', 'baiknyaramadan']","{'ramadan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
mint,netral,['mint'],{'mint': 1}
"matahari,lari,muda",netral,"['matahari', 'lari', 'muda']","{'matahari': 1, 'lari': 1, 'muda': 1}"
anter,netral,['anter'],{'anter': 1}
"ramadan,skuyyy,pastibagihadiah,baiknyaramadan",netral,"['ramadan', 'skuyyy', 'pastibagihadiah', 'baiknyaramadan']","{'ramadan': 1, 'skuyyy': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
yukkk,netral,['yukkk'],{'yukkk': 1}
"halah,ngetagnya,chika,jugaa,coba,upload,poto,bebebnya,nambah",netral,"['halah', 'ngetagnya', 'chika', 'jugaa', 'coba', 'upload', 'poto', 'bebebnya', 'nambah']","{'halah': 1, 'ngetagnya': 1, 'chika': 1, 'jugaa': 1, 'coba': 1, 'upload': 1, 'poto': 1, 'bebebnya': 1, 'nambah': 1}"
"semangat,puasa",netral,"['semangat', 'puasa']","{'semangat': 1, 'puasa': 1}"
"reply,with,give,katakata,semangat,puasa,sebentar,buka",netral,"['reply', 'with', 'give', 'katakata', 'semangat', 'puasa', 'sebentar', 'buka']","{'reply': 1, 'with': 1, 'give': 1, 'katakata': 1, 'semangat': 1, 'puasa': 1, 'sebentar': 1, 'buka': 1}"
"free,wallpaper",netral,"['free', 'wallpaper']","{'free': 1, 'wallpaper': 1}"
cubit,netral,['cubit'],{'cubit': 1}
"share,foto",netral,"['share', 'foto']","{'share': 1, 'foto': 1}"
best,netral,['best'],{'best': 1}
beeuuuhhh,netral,['beeuuuhhh'],{'beeuuuhhh': 1}
"benerbener,yaaaa,wedeeeeh,oniel,cuyyy",netral,"['benerbener', 'yaaaa', 'wedeeeeh', 'oniel', 'cuyyy']","{'benerbener': 1, 'yaaaa': 1, 'wedeeeeh': 1, 'oniel': 1, 'cuyyy': 1}"
wkwkkwkw,netral,['wkwkkwkw'],{'wkwkkwkw': 1}
"umur,hidup,kali,pngen,satpam,dket,rumah",netral,"['umur', 'hidup', 'kali', 'pngen', 'satpam', 'dket', 'rumah']","{'umur': 1, 'hidup': 1, 'kali': 1, 'pngen': 1, 'satpam': 1, 'dket': 1, 'rumah': 1}"
"suci,risau,kendala,paket,maja,bantu,bisikin,resi,akun,privasi,jaga,trims",netral,"['suci', 'risau', 'kendala', 'paket', 'maja', 'bantu', 'bisikin', 'resi', 'akun', 'privasi', 'jaga', 'trims']","{'suci': 1, 'risau': 1, 'kendala': 1, 'paket': 1, 'maja': 1, 'bantu': 1, 'bisikin': 1, 'resi': 1, 'akun': 1, 'privasi': 1, 'jaga': 1, 'trims': 1}"
"ramadan,pastibagihadiah,baiknyaramadan",netral,"['ramadan', 'pastibagihadiah', 'baiknyaramadan']","{'ramadan': 1, 'pastibagihadiah': 1, 'baiknyaramadan': 1}"
"sahur,pict",netral,"['sahur', 'pict']","{'sahur': 1, 'pict': 1}"
"baiknyaramadan,kali,hormat,member,puasa,makan,skalian,coba,puasa",netral,"['baiknyaramadan', 'kali', 'hormat', 'member', 'puasa', 'makan', 'skalian', 'coba', 'puasa']","{'baiknyaramadan': 1, 'kali': 1, 'hormat': 1, 'member': 1, 'puasa': 2, 'makan': 1, 'skalian': 1, 'coba': 1}"
"makasih,cinta,dehh",positif,"['makasih', 'cinta', 'dehh']","{'makasih': 1, 'cinta': 1, 'dehh': 1}"
"kirim,pake,frozen",positif,"['kirim', 'pake', 'frozen']","{'kirim': 1, 'pake': 1, 'frozen': 1}"
"aduh,makasih",positif,"['aduh', 'makasih']","{'aduh': 1, 'makasih': 1}"
"mantap,suka,suka",positif,"['mantap', 'suka', 'suka']","{'mantap': 1, 'suka': 2}"
"nganterin,bday,tshirtnya,flora,cantik,yaaa",positif,"['nganterin', 'bday', 'tshirtnya', 'flora', 'cantik', 'yaaa']","{'nganterin': 1, 'bday': 1, 'tshirtnya': 1, 'flora': 1, 'cantik': 1, 'yaaa': 1}"
"thank,mimin",positif,"['thank', 'mimin']","{'thank': 1, 'mimin': 1}"
makas,positif,['makas'],{'makas': 1}
"makasih,makasih,makasih,miaw",positif,"['makasih', 'makasih', 'makasih', 'miaw']","{'makasih': 3, 'miaw': 1}"
"terimakasih,mimin",positif,"['terimakasih', 'mimin']","{'terimakasih': 1, 'mimin': 1}"
"yeayyy,thankyouu",positif,"['yeayyy', 'thankyouu']","{'yeayyy': 1, 'thankyouu': 1}"
"baaguss,donh,respect,with",positif,"['baaguss', 'donh', 'respect', 'with']","{'baaguss': 1, 'donh': 1, 'respect': 1, 'with': 1}"
"pake,hahaha",positif,"['pake', 'hahaha']","{'pake': 1, 'hahaha': 1}"
"udah,anteraja,bantu,alhamdulillah,udah,sampe,kakk",positif,"['udah', 'anteraja', 'bantu', 'alhamdulillah', 'udah', 'sampe', 'kakk']","{'udah': 2, 'anteraja': 1, 'bantu': 1, 'alhamdulillah': 1, 'sampe': 1, 'kakk': 1}"
"ramadan,pake",positif,"['ramadan', 'pake']","{'ramadan': 1, 'pake': 1}"
"rusa,jaga,semangat",positif,"['rusa', 'jaga', 'semangat']","{'rusa': 1, 'jaga': 1, 'semangat': 1}"
marah,positif,['marah'],{'marah': 1}
semangat,positif,['semangat'],{'semangat': 1}
kerennyaa,positif,['kerennyaa'],{'kerennyaa': 1}
mantap,positif,['mantap'],{'mantap': 1}
"tolong,thank",positif,"['tolong', 'thank']","{'tolong': 1, 'thank': 1}"
makasih,positif,['makasih'],{'makasih': 1}
oniel,positif,['oniel'],{'oniel': 1}
"masya,allah",positif,"['masya', 'allah']","{'masya': 1, 'allah': 1}"
"aaaa,keren,asik",positif,"['aaaa', 'keren', 'asik']","{'aaaa': 1, 'keren': 1, 'asik': 1}"
thankyou,positif,['thankyou'],{'thankyou': 1}
"wiih,alhamdulillah",positif,"['wiih', 'alhamdulillah']","{'wiih': 1, 'alhamdulillah': 1}"
"beuh,bahagia,kasih,lord,preya",positif,"['beuh', 'bahagia', 'kasih', 'lord', 'preya']","{'beuh': 1, 'bahagia': 1, 'kasih': 1, 'lord': 1, 'preya': 1}"
"bestieku,emang",positif,"['bestieku', 'emang']","{'bestieku': 1, 'emang': 1}"
"makasih,ngirimin,makan",positif,"['makasih', 'ngirimin', 'makan']","{'makasih': 1, 'ngirimin': 1, 'makan': 1}"
"thanks,info",positif,"['thanks', 'info']","{'thanks': 1, 'info': 1}"
"makasihhh,cici",positif,"['makasihhh', 'cici']","{'makasihhh': 1, 'cici': 1}"
"masyaallah,mulia,anak",positif,"['masyaallah', 'mulia', 'anak']","{'masyaallah': 1, 'mulia': 1, 'anak': 1}"
"mantap,keren",positif,"['mantap', 'keren']","{'mantap': 1, 'keren': 1}"
"alangkah,cerita,brbagi,takjil,lanjutin,showroom,ndoro",positif,"['alangkah', 'cerita', 'brbagi', 'takjil', 'lanjutin', 'showroom', 'ndoro']","{'alangkah': 1, 'cerita': 1, 'brbagi': 1, 'takjil': 1, 'lanjutin': 1, 'showroom': 1, 'ndoro': 1}"
"masyaaallah,freyaa",positif,"['masyaaallah', 'freyaa']","{'masyaaallah': 1, 'freyaa': 1}"
allhamdulilah,positif,['allhamdulilah'],{'allhamdulilah': 1}
"makasih,cijess",positif,"['makasih', 'cijess']","{'makasih': 1, 'cijess': 1}"
"terima,kasih,cici",positif,"['terima', 'kasih', 'cici']","{'terima': 1, 'kasih': 1, 'cici': 1}"
"satpam,dapet,bonus,senyum",positif,"['satpam', 'dapet', 'bonus', 'senyum']","{'satpam': 1, 'dapet': 1, 'bonus': 1, 'senyum': 1}"
"bahagia,satpam,wkwk",positif,"['bahagia', 'satpam', 'wkwk']","{'bahagia': 1, 'satpam': 1, 'wkwk': 1}"
"baiknyaramadhan,kali,semangatin,temen,temen,sahur",positif,"['baiknyaramadhan', 'kali', 'semangatin', 'temen', 'temen', 'sahur']","{'baiknyaramadhan': 1, 'kali': 1, 'semangatin': 1, 'temen': 2, 'sahur': 1}"
kerennn,positif,['kerennn'],{'kerennn': 1}
"waini,moga,berkah,aamiin",positif,"['waini', 'moga', 'berkah', 'aamiin']","{'waini': 1, 'moga': 1, 'berkah': 1, 'aamiin': 1}"
barakallah,positif,['barakallah'],{'barakallah': 1}
"kerennn,showroom",positif,"['kerennn', 'showroom']","{'kerennn': 1, 'showroom': 1}"
"peace,love,gawl",positif,"['peace', 'love', 'gawl']","{'peace': 1, 'love': 1, 'gawl': 1}"
"satpam,kasi,senyum,dapet,sunnah",positif,"['satpam', 'kasi', 'senyum', 'dapet', 'sunnah']","{'satpam': 1, 'kasi': 1, 'senyum': 1, 'dapet': 1, 'sunnah': 1}"
alhamdulillah,positif,['alhamdulillah'],{'alhamdulillah': 1}
cakeppp,positif,['cakeppp'],{'cakeppp': 1}
alhamdulillah,positif,['alhamdulillah'],{'alhamdulillah': 1}
keren,positif,['keren'],{'keren': 1}
"reply,twit,makan,dessert,udah,manis,manis,karna,baca,twitmu,okede,trims,semangat",positif,"['reply', 'twit', 'makan', 'dessert', 'udah', 'manis', 'manis', 'karna', 'baca', 'twitmu', 'okede', 'trims', 'semangat']","{'reply': 1, 'twit': 1, 'makan': 1, 'dessert': 1, 'udah': 1, 'manis': 2, 'karna': 1, 'baca': 1, 'twitmu': 1, 'okede': 1, 'trims': 1, 'semangat': 1}"
keren,positif,['keren'],{'keren': 1}
"ngab,toya,cakep,banget,masya,allah",positif,"['ngab', 'toya', 'cakep', 'banget', 'masya', 'allah']","{'ngab': 1, 'toya': 1, 'cakep': 1, 'banget': 1, 'masya': 1, 'allah': 1}"
astaga,positif,['astaga'],{'astaga': 1}
"mantab,mplor",positif,"['mantab', 'mplor']","{'mantab': 1, 'mplor': 1}"
kiyowo,positif,['kiyowo'],{'kiyowo': 1}
"makasih,foto,mimin,hati,sombong",positif,"['makasih', 'foto', 'mimin', 'hati', 'sombong']","{'makasih': 1, 'foto': 1, 'mimin': 1, 'hati': 1, 'sombong': 1}"
"makasiii,kaaa,wkwk,lancar,puasanyaa",positif,"['makasiii', 'kaaa', 'wkwk', 'lancar', 'puasanyaa']","{'makasiii': 1, 'kaaa': 1, 'wkwk': 1, 'lancar': 1, 'puasanyaa': 1}"
flora,positif,['flora'],{'flora': 1}
"beuhhhh,keren,banget",positif,"['beuhhhh', 'keren', 'banget']","{'beuhhhh': 1, 'keren': 1, 'banget': 1}"
"kalo,tukang,paket",positif,"['kalo', 'tukang', 'paket']","{'kalo': 1, 'tukang': 1, 'paket': 1}"
"kalo,kurir,anterajanya,kirim,paket,request,pick,inimah",positif,"['kalo', 'kurir', 'anterajanya', 'kirim', 'paket', 'request', 'pick', 'inimah']","{'kalo': 1, 'kurir': 1, 'anterajanya': 1, 'kirim': 1, 'paket': 1, 'request': 1, 'pick': 1, 'inimah': 1}"
"anter,paket,rumah,hehe",positif,"['anter', 'paket', 'rumah', 'hehe']","{'anter': 1, 'paket': 1, 'rumah': 1, 'hehe': 1}"
"masya,allah",positif,"['masya', 'allah']","{'masya': 1, 'allah': 1}"
"kurir,sayang",positif,"['kurir', 'sayang']","{'kurir': 1, 'sayang': 1}"
"telat,pickup,contoh,bener,gitu,biar,telat,alas,nyalahin,seller,please,kalo,cepat,jujur,gituloooo",positif,"['telat', 'pickup', 'contoh', 'bener', 'gitu', 'biar', 'telat', 'alas', 'nyalahin', 'seller', 'please', 'kalo', 'cepat', 'jujur', 'gituloooo']","{'telat': 2, 'pickup': 1, 'contoh': 1, 'bener': 1, 'gitu': 1, 'biar': 1, 'alas': 1, 'nyalahin': 1, 'seller': 1, 'please': 1, 'kalo': 1, 'cepat': 1, 'jujur': 1, 'gituloooo': 1}"
"oniel,emang,cantik,banget,sayang,banget,oniel,oniel,rajin,ngabarin",positif,"['oniel', 'emang', 'cantik', 'banget', 'sayang', 'banget', 'oniel', 'oniel', 'rajin', 'ngabarin']","{'oniel': 3, 'emang': 1, 'cantik': 1, 'banget': 2, 'sayang': 1, 'rajin': 1, 'ngabarin': 1}"
"wededeh,alhamdulillah",positif,"['wededeh', 'alhamdulillah']","{'wededeh': 1, 'alhamdulillah': 1}"
"makasiiih,minn,udah,ajak,mampir",positif,"['makasiiih', 'minn', 'udah', 'ajak', 'mampir']","{'makasiiih': 1, 'minn': 1, 'udah': 1, 'ajak': 1, 'mampir': 1}"
cinta,positif,['cinta'],{'cinta': 1}
"masya,allah,onyiel",positif,"['masya', 'allah', 'onyiel']","{'masya': 1, 'allah': 1, 'onyiel': 1}"
mantap,positif,['mantap'],{'mantap': 1}
"eiitttsss,produk",positif,"['eiitttsss', 'produk']","{'eiitttsss': 1, 'produk': 1}"
"masya,allah",positif,"['masya', 'allah']","{'masya': 1, 'allah': 1}"
"mantaaps,bujet",positif,"['mantaaps', 'bujet']","{'mantaaps': 1, 'bujet': 1}"
"mimin,satsetsatset,normal,bolak,portairport,kota,asalgtkota,tujuangthubgtkota",positif,"['mimin', 'satsetsatset', 'normal', 'bolak', 'portairport', 'kota', 'asalgtkota', 'tujuangthubgtkota']","{'mimin': 1, 'satsetsatset': 1, 'normal': 1, 'bolak': 1, 'portairport': 1, 'kota': 1, 'asalgtkota': 1, 'tujuangthubgtkota': 1}"
mantul,positif,['mantul'],{'mantul': 1}
kereen,positif,['kereen'],{'kereen': 1}
"keren,queen",positif,"['keren', 'queen']","{'keren': 1, 'queen': 1}"
"keren,marshaa",positif,"['keren', 'marshaa']","{'keren': 1, 'marshaa': 1}"
"subhanallah,onieeelll",positif,"['subhanallah', 'onieeelll']","{'subhanallah': 1, 'onieeelll': 1}"
cakepp,positif,['cakepp'],{'cakepp': 1}
"widihh,keren",positif,"['widihh', 'keren']","{'widihh': 1, 'keren': 1}"
"wihh,manntulity",positif,"['wihh', 'manntulity']","{'wihh': 1, 'manntulity': 1}"
"beuhhh,mangstap",positif,"['beuhhh', 'mangstap']","{'beuhhh': 1, 'mangstap': 1}"
"keren,matcha",positif,"['keren', 'matcha']","{'keren': 1, 'matcha': 1}"
masyaallah,positif,['masyaallah'],{'masyaallah': 1}
keren,positif,['keren'],{'keren': 1}
masyaallah,positif,['masyaallah'],{'masyaallah': 1}
kerennn,positif,['kerennn'],{'kerennn': 1}
"bangga,lohhh",positif,"['bangga', 'lohhh']","{'bangga': 1, 'lohhh': 1}"
"pake,anteraja,berangkat,kerja,pake",positif,"['pake', 'anteraja', 'berangkat', 'kerja', 'pake']","{'pake': 2, 'anteraja': 1, 'berangkat': 1, 'kerja': 1}"
mint,positif,['mint'],{'mint': 1}
"terima,kasih,anteraja,marsha,ngetwit",positif,"['terima', 'kasih', 'anteraja', 'marsha', 'ngetwit']","{'terima': 1, 'kasih': 1, 'anteraja': 1, 'marsha': 1, 'ngetwit': 1}"
"thanks,info",positif,"['thanks', 'info']","{'thanks': 1, 'info': 1}"
mantappp,positif,['mantappp'],{'mantappp': 1}
"mashallah,subhanallah,matchaaa",positif,"['mashallah', 'subhanallah', 'matchaaa']","{'mashallah': 1, 'subhanallah': 1, 'matchaaa': 1}"
"kerenn,marsha",positif,"['kerenn', 'marsha']","{'kerenn': 1, 'marsha': 1}"
alhamdulillah,positif,['alhamdulillah'],{'alhamdulillah': 1}
"mantulity,alias,mint",positif,"['mantulity', 'alias', 'mint']","{'mantulity': 1, 'alias': 1, 'mint': 1}"
"kerennn,semangat,browwww",positif,"['kerennn', 'semangat', 'browwww']","{'kerennn': 1, 'semangat': 1, 'browwww': 1}"
"wedehhhh,mantap,anime",positif,"['wedehhhh', 'mantap', 'anime']","{'wedehhhh': 1, 'mantap': 1, 'anime': 1}"
mantap,positif,['mantap'],{'mantap': 1}
"mantap,shaa",positif,"['mantap', 'shaa']","{'mantap': 1, 'shaa': 1}"
"beuuhhhhhh,mantap",positif,"['beuuhhhhhh', 'mantap']","{'beuuhhhhhh': 1, 'mantap': 1}"
keren,positif,['keren'],{'keren': 1}
ntapppp,positif,['ntapppp'],{'ntapppp': 1}
"mantap,mint",positif,"['mantap', 'mint']","{'mantap': 1, 'mint': 1}"
"keren,oshiku",positif,"['keren', 'oshiku']","{'keren': 1, 'oshiku': 1}"
mantapp,positif,['mantapp'],{'mantapp': 1}
kerenn,positif,['kerenn'],{'kerenn': 1}
mint,positif,['mint'],{'mint': 1}
masyaallah,positif,['masyaallah'],{'masyaallah': 1}
"mauuu,jugaaaa",positif,"['mauuu', 'jugaaaa']","{'mauuu': 1, 'jugaaaa': 1}"
masyaallah,positif,['masyaallah'],{'masyaallah': 1}
"mantap,mint",positif,"['mantap', 'mint']","{'mantap': 1, 'mint': 1}"
